1610    4.03774      -718.32	1440.87
1599    4.53798      -725.873	1424.75
1612    5.03822      -744.28	1429.89
1054    5.53846      -494.784	930.647
1941    6.03869      -926.094	1705.82
1864    6.53893      -903.617	1630.33
1857    7.03917      -914.362	1616.29
1842    7.53941      -920.932	1595.26
1824    8.03965      -925.683	1571.65
1815    8.53989      -934.727	1555.8
1805    9.04013      -943.043	1539.06
1852    9.54037      -981.342	1570.63
1381    10.0406      -741.96	1164.76
2165    10.5408      -1179.06	1815.77
1821    11.0411      -1005.01	1518.55
1414    11.5413      -790.647	1172.29
1422    12.0416      -805.377	1171.94
1803    12.5418      -1034.09	1476.98
1801    13.042      -1045.78	1466.27
1793    13.5423      -1053.83	1450.62
1757    14.0425      -1045.04	1412.42
1742    14.5428      -1048.3	1391.27
1774    15.043      -1079.88	1407.46
547    15.5432      -336.747	431.058
559    16.0435      -347.965	437.494
536    16.5437      -337.296	416.566
532    17.0439      -338.374	410.52
526    17.5442      -338.087	402.955
526    18.0444      -341.591	399.99
519    18.5447      -340.476	391.711
522    19.0449      -345.869	390.972
522    19.5451      -349.267	387.939
519    20.0454      -350.613	382.664
517    20.5456      -352.575	378.127
520    21.0459      -357.926	377.212
521    21.5461      -361.898	374.794
525    22.0463      -367.959	374.475
528    22.5466      -373.334	373.371
535    23.0468      -381.57	375.006
542    23.5471      -389.863	376.525
553    24.0473      -401.113	380.681
612    24.5475      -447.567	417.406
1575    25.0478      -1161.16	1064.11
1583    25.548      -1176.34	1059.29
0    26.0482      -0	0
0    26.5485      -0	0
0    27.0487      -0	0
0    27.549      -0	0
1492    28.0492      -1151.21	949.09
1477    28.5494      -1147.8	929.567
1470    29.0497      -1150.39	915.158
1472    29.5499      -1159.9	906.316
1464    30.0502      -1161.42	891.289
1465    30.5504      -1169.95	881.723
1480    31.0506      -1189.66	880.403
1506    31.5509      -1218.33	885.271
1478    32.0511      -1203.22	858.345
1490    32.5514      -1220.49	854.696
1593    33.0516      -1312.78	902.358
1602    33.5518      -1328.07	895.901
1436    34.0521      -1197.42	792.649
1443    34.5523      -1210.16	785.982
1426    35.0525      -1202.63	766.257
1429    35.5528      -1211.82	757.324
1432    36.053      -1220.94	748.288
1620    36.5533      -1388.56	834.441
0    37.0535      -0	0
1509    37.5537      -1306.79	754.576
0    38.054      -0	0
1453    38.5542      -1270.78	704.503
1474    39.0545      -1295.34	703.408
1456    39.5547      -1285.53	683.626
1444    40.0549      -1280.8	666.841
1369    40.5552      -1219.75	621.585
1399    41.0554      -1251.98	624.305
1444    41.5557      -1297.82	633.086
1437    42.0559      -1296.98	618.723
1429    42.5561      -1295.08	604
1367    43.0564      -1243.88	566.961
1348    43.5566      -1231.43	548.356
1401    44.0568      -1284.77	558.726
1350    44.5571      -1242.65	527.563
1330    45.0573      -1228.73	509.045
1353    45.5576      -1254.45	506.92
1334    46.0578      -1241.15	488.99
1322    46.558      -1234.16	473.84
1323    47.0583      -1239.19	463.402
1335    47.5585      -1254.46	456.676
1323    48.0588      -1247.09	441.705
1335    48.559      -1262.24	434.714
1349    49.0592      -1279.26	428.126
1344    49.5595      -1278.19	415.401
1352    50.0597      -1289.4	406.637
1346    50.56      -1287.16	393.615
1365    51.0602      -1308.76	387.766
1374    51.5604      -1320.75	378.812
0    52.0607      -0	0
0    52.5609      -0	0
1342    53.0611      -1299.23	336.096
1311    53.5614      -1272.04	317.244
1519    54.0616      -1477.01	354.702
0    54.5619      -0	0
0    55.0621      -0	0
1545    55.5623      -1511.22	321.325
0    56.0626      -0	0
0    56.5628      -0	0
1314    57.0631      -1291.98	239.545
0    57.5633      -0	0
0    58.0635      -0	0
0    58.5638      -0	0
0    59.064      -0	0
0    59.5643      -0	0
800    60.0645      -793.149	104.476
798    60.5647      -792.045	97.307
0    61.065      -0	0
1727    61.5652      -1717.53	180.641
0    62.0654      -0	0
0    62.5657      -0	0
585    63.0659      -583.193	45.94
570    63.5662      -568.609	39.8017
573    64.0664      -571.929	35.0217
0    64.5666      -0	0
1558    65.0669      -1556.51	68.0711
1551    65.5671      -1550.05	54.2412
1531    66.0674      -1530.47	40.1879
1426    66.5676      -1425.78	24.9909
1609    67.0678      -1608.94	14.1585
0    67.5681      -0	0
1658    68.0683      -1657.94	-14.3466
0    68.5686      -0	0
0    69.0688      -0	0
1466    69.569      -1465.11	-51.0537
1421    70.0693      -1419.65	-61.8772
0    70.5695      -0	0
0    71.0697      -0	0
0    71.57      -0	0
0    72.0702      -0	0
0    72.5705      -0	0
0    73.0707      -0	0
0    73.5709      -0	0
0    74.0712      -0	0
1502    74.5714      -1490.82	-182.933
0    75.0717      -0	0
886    75.5719      -877.387	-123.239
866    76.0721      -856.498	-127.936
873    76.5724      -862.263	-136.5
1997    77.0726      -1969.64	-329.446
2007    77.5729      -1976.54	-348.357
1683    78.0731      -1654.84	-306.572
1473    78.5733      -1445.96	-280.947
1476    79.0736      -1446.39	-294.152
0    79.5738      -0	0
0    80.074      -0	0
0    80.5743      -0	0
0    81.0745      -0	0
2143    81.5748      -2079.39	-518.271
1423    82.075      -1377.7	-356.179
0    82.5752      -0	0
0    83.0755      -0	0
2191    83.5757      -2106.17	-603.75
680    84.076      -652.013	-193.077
658    84.5762      -629.264	-192.329
664    85.0764      -633.284	-199.617
1794    85.5767      -1706.24	-554.236
0    86.0769      -0	0
1218    86.5771      -1151.67	-396.446
2250    87.0774      -2121.01	-750.889
2255    87.5776      -2119.07	-771.078
0    88.0779      -0	0
0    88.5781      -0	0
0    89.0783      -0	0
1539    89.5786      -1426.98	-576.399
1433    90.0788      -1323.97	-548.273
1453    90.5791      -1337.54	-567.618
1567    91.0793      -1437.09	-624.717
0    91.5795      -0	0
1983    92.0798      -1804.52	-822.182
1992    92.58      -1805.44	-841.7
1979    93.0803      -1786.29	-851.827
1907    93.5805      -1714.07	-835.825
1917    94.0807      -1715.66	-855.212
1983    94.581      -1766.94	-900.109
0    95.0812      -0	0
0    95.5814      -0	0
1804    96.0817      -1585.46	-860.655
0    96.5819      -0	0
1230    97.0822      -1070.59	-605.586
1148    97.5824      -994.248	-573.912
0    98.0826      -0	0
2159    98.5829      -1850.72	-1111.8
1439    99.0831      -1227.02	-751.766
1385    99.5834      -1174.61	-733.833
1849    100.084      -1559.52	-993.327
2128    100.584      -1784.8	-1158.83
2651    101.084      -2210.76	-1462.98
2629    101.584      -2179.67	-1469.92
2605    102.085      -2146.98	-1475.29
2590    102.585      -2121.74	-1485.37
2567    103.085      -2089.97	-1490.47
2546    103.585      -2059.89	-1496.31
2504    104.086      -2012.99	-1489.25
2457    104.586      -1962.38	-1478.48
2467    105.086      -1957.34	-1501.63
1978    105.586      -1558.8	-1217.63
2563    106.086      -2005.97	-1595.32
2593    106.587      -2015.29	-1631.64
2618    107.087      -2020.27	-1665.06
2645    107.587      -2026.35	-1699.98
2013    108.087      -1530.82	-1307.19
0    108.588      0	-0
0    109.088      0	-0
0    109.588      0	-0
0    110.088      0	-0
